feature_index,SPI-1,SPI-2,ks_statistic,n_GaussianNoise,n_VAR(1)
0,anm,bary-sq_euclidean_max,0.04587416062582206,64,64
1,anm,bary-sq_euclidean_mean,0.04840509026652487,64,64
2,anm,bary_euclidean_max,0.03714514586870829,64,64
3,anm,bary_euclidean_mean,0.109375,64,64
4,anm,cce_gaussian,0.09997767638477666,64,64
5,anm,cce_kernel_W-0.5,0.016130157752214463,64,64
6,anm,cce_kozachenko,0.08288767204578959,64,64
7,anm,cds,0.20400739059613548,64,64
8,anm,ce_gaussian,0.08391214741157937,64,64
9,anm,ce_kernel_W-0.5,0.09119522897926585,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.01584340402099277,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.06604660414983671,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.058659817859355645,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.036893468900402016,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.03929857465339215,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.047813455749170786,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.08915730141013001,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.06944026753054133,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.08655368363978444,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.13137126156303194,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.12001957309255787,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.11601663718028857,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.1053923566851109,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.1511176544141625,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.12544611276201387,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.11659091643210626,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.1032711958631953,64,64
27,anm,cov-sq_EmpiricalCovariance,0.04513759091076219,64,64
28,anm,cov-sq_GraphicalLasso,0.0402719843680171,64,64
29,anm,cov-sq_LedoitWolf,0.5470731816814673,64,64
30,anm,cov-sq_OAS,0.5171134337548998,64,64
31,anm,cov-sq_ShrunkCovariance,0.04513759091076219,64,64
32,anm,cov_EmpiricalCovariance,0.3350592142255812,64,64
33,anm,cov_GraphicalLasso,0.328932455104882,64,64
34,anm,cov_GraphicalLassoCV,0.513426361952154,64,64
35,anm,cov_LedoitWolf,0.6305053444974357,64,64
36,anm,cov_OAS,0.6299688962066209,64,64
37,anm,cov_ShrunkCovariance,0.3350592142255812,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.02022525813344611,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.009628961337615982,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.017648498444707506,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.012276079591549194,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.013191239335828886,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.017314224589228377,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.013304530594228148,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.016919897191507688,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.025160944493355597,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.00577159495915569,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.017188847062184737,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.025077477664878667,64,64
50,anm,di_gaussian,0.0714109807184578,64,64
51,anm,di_kernel_W-0.5,0.2113736862077324,64,64
52,anm,di_kozachenko,0.6145668581922681,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.003110515415476023,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.015238313903828571,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.005675869646942444,64,64
56,anm,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.04781904593899233,64,64
57,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.013458562529321205,64,64
58,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.08128062424664473,64,64
59,anm,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.0036306824950229077,64,64
60,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.015249127658448547,64,64
61,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.0056814415162474985,64,64
62,anm,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.04793605688868241,64,64
63,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.020486053228410156,64,64
64,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.03204485068600982,64,64
65,anm,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.015246008191932836,64,64
66,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.06606509539683891,64,64
67,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.06399414994190222,64,64
68,anm,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.015971196912777236,64,64
69,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.014963211553296607,64,64
70,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.011732514376041003,64,64
71,anm,gc_gaussian_k-1_kt-1_l-1_lt-1,0.08795982503470459,64,64
72,anm,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.21875,64,64
73,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.296875,64,64
74,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.15625,64,64
75,anm,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.016762359803782212,64,64
76,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.0749571631658007,64,64
77,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.07581611454841908,64,64
78,anm,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.03294241578912316,64,64
79,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.05305833111314884,64,64
80,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.05843542664385348,64,64
81,anm,gwtau,0.030150197746686924,64,64
82,anm,hsic,0.30529019189779794,64,64
83,anm,hsic_biased,0.13553200000385823,64,64
84,anm,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.022281116290673586,64,64
85,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.059900963133687535,64,64
86,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.010060721336034306,64,64
87,anm,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.02879026396776807,64,64
88,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.038020346649234815,64,64
89,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.029231320483923517,64,64
90,anm,igci,0.285686135114406,64,64
91,anm,je_gaussian,0.08391214741157937,64,64
92,anm,je_kernel_W-0.5,0.0876720494377018,64,64
93,anm,je_kozachenko,0.033338690558911255,64,64
94,anm,kendalltau,0.31922996842067497,64,64
95,anm,kendalltau-sq,0.056919029414392835,64,64
96,anm,lmfit_BayesianRidge,0.08354726949838465,64,64
97,anm,lmfit_ElasticNet,0.048970261061082154,64,64
98,anm,lmfit_Lasso,0.021188240740379838,64,64
99,anm,lmfit_Ridge,0.08191430762270802,64,64
100,anm,lmfit_SGDRegressor,0.07766496952974311,64,64
101,anm,mi_gaussian,0.04513759091076219,64,64
102,anm,mi_kernel_W-0.25,0.05086241735332797,64,64
103,anm,mi_kraskov_NN-4,0.3541826780933254,64,64
104,anm,mi_kraskov_NN-4_DCE,0.28604411108452954,64,64
105,anm,pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.015246008191932836,64,64
106,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.06606509539683891,64,64
107,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.06399414994190222,64,64
108,anm,pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.015971196912777236,64,64
109,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.014963211553296607,64,64
110,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.011732514376041003,64,64
111,anm,pdist_braycurtis,0.10700636341882391,64,64
112,anm,pdist_canberra,0.08865140726855425,64,64
113,anm,pdist_chebyshev,0.09206493658344084,64,64
