feature_index,SPI-1,SPI-2,ks_statistic,n_Kuramoto,n_CML
0,anm,bary-sq_euclidean_max,0.31712573156378254,64,64
1,anm,bary-sq_euclidean_mean,0.26463522959518,64,64
2,anm,bary_euclidean_max,0.38356743497130447,64,64
3,anm,bary_euclidean_mean,0.109375,64,64
4,anm,cce_gaussian,0.578125,64,64
5,anm,cce_kernel_W-0.5,0.0464669589580754,64,64
6,anm,cce_kozachenko,0.1540560892428724,64,64
7,anm,cds,0.2511466146520563,64,64
8,anm,ce_gaussian,0.2268966954108204,64,64
9,anm,ce_kernel_W-0.5,0.1363939808599911,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.3593232461556249,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2371753908763657,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.30713482328383446,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.5281172551492932,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.3155599367091316,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.4794050364369395,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.08350515274544826,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.08145228242667146,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.09114719878017097,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.4931096844942231,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.11145554739132169,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.4559852815229454,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.0822114500171025,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.42381648816801015,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.1697873018017098,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.4169789590622879,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.13134472400507197,64,64
27,anm,cov-sq_EmpiricalCovariance,0.5738950113350201,64,64
28,anm,cov-sq_GraphicalLasso,0.558104753667506,64,64
29,anm,cov-sq_LedoitWolf,0.5334939715139381,64,64
30,anm,cov-sq_OAS,0.5334939715139381,64,64
31,anm,cov-sq_ShrunkCovariance,0.5738950113350201,64,64
32,anm,cov_EmpiricalCovariance,0.37417925792573475,64,64
33,anm,cov_GraphicalLasso,0.36141282372385486,64,64
34,anm,cov_GraphicalLassoCV,0.3967938714387466,64,64
35,anm,cov_LedoitWolf,0.3713049550678067,64,64
36,anm,cov_OAS,0.3713049550678067,64,64
37,anm,cov_ShrunkCovariance,0.37417925792573475,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.41252690724413,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.22402451427648554,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.4688665925383118,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.29035743087771715,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.2179105327628217,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.353285961150106,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.2702746128167455,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.05981896535852198,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.3468884107638656,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.10176009143971546,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.051222727308121635,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.1695240410574681,64,64
50,anm,di_gaussian,1.0,64,64
51,anm,di_kernel_W-0.5,0.305515215341563,64,64
52,anm,di_kozachenko,0.5902799242987089,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.8578836601214264,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.12240049039115702,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.16045377466003563,64,64
