feature_index,SPI-1,SPI-2,ks_statistic,n_Kuramoto,n_CML
0,anm,bary-sq_euclidean_max,0.4486371025821707,64,64
1,anm,bary-sq_euclidean_mean,0.2705311408417363,64,64
2,anm,bary_euclidean_max,0.4585244800680015,64,64
3,anm,bary_euclidean_mean,0.1875,64,64
4,anm,cce_gaussian,0.578125,64,64
5,anm,cce_kernel_W-0.5,0.06938752106387092,64,64
6,anm,cce_kozachenko,0.22493165246361047,64,64
7,anm,cds,0.2281825511152398,64,64
8,anm,ce_gaussian,0.349291956402609,64,64
9,anm,ce_kernel_W-0.5,0.17044169882119664,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.4373293939976249,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.32004378217179447,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.3764066997441823,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.6156743176564163,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.3820906087610233,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.5578868043017373,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.14256709180876148,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.1490341228157627,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.14167731149803278,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.596731547862464,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.2075971519311187,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.5515738659991786,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.12962271025266509,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.5105204822264301,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.2597576020657123,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.4885843794979955,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.1795839863654901,64,64
