K,dt,omega_mean_hz,omega_std_frac,eta,n_pcs_median,n_pcs_mean,n_pcs_min,n_pcs_max,pass_rate
0.5,0.05,0.5,0.6,0.05,9.0,9.0,8,10,1.0
0.5,0.05,0.5,0.6,0.1,9.0,9.0,8,10,1.0
0.5,0.05,0.5,0.9,0.0,9.0,9.2,8,10,1.0
0.5,0.05,0.5,0.9,0.05,9.0,9.2,8,10,1.0
0.5,0.05,0.5,0.9,0.1,9.0,9.2,8,10,1.0
0.5,0.05,1.0,0.3,0.0,9.0,9.0,8,10,1.0
0.5,0.05,1.0,0.3,0.05,9.0,9.0,8,10,1.0
0.5,0.05,1.0,0.3,0.1,9.0,9.0,8,10,1.0
0.5,0.05,1.0,0.6,0.0,9.0,9.4,9,10,1.0
0.5,0.05,1.0,0.6,0.05,9.0,9.2,8,10,1.0
0.5,0.05,1.0,0.6,0.1,9.0,9.2,8,10,1.0
0.5,0.05,1.0,0.9,0.0,9.0,9.2,8,10,1.0
0.5,0.05,1.0,0.9,0.05,9.0,9.2,8,10,1.0
0.5,0.05,1.0,0.9,0.1,9.0,9.2,8,10,1.0
0.5,0.1,0.25,0.3,0.0,5.0,4.8,3,7,1.0
0.5,0.1,0.25,0.3,0.05,5.0,5.0,3,7,1.0
0.5,0.1,0.25,0.3,0.1,6.0,5.6,4,7,1.0
0.5,0.1,0.25,0.6,0.0,8.0,7.4,5,9,1.0
0.5,0.1,0.25,0.6,0.05,8.0,7.6,5,9,1.0
0.5,0.1,0.25,0.6,0.1,8.0,7.2,5,8,1.0
0.5,0.1,0.25,0.9,0.0,8.0,7.8,5,9,1.0
0.5,0.1,0.25,0.9,0.05,8.0,8.2,7,9,1.0
0.5,0.1,0.25,0.9,0.1,8.0,8.2,7,9,1.0
0.5,0.1,0.5,0.3,0.0,8.0,7.4,5,9,1.0
0.5,0.1,0.5,0.3,0.05,8.0,7.6,5,9,1.0
0.5,0.1,0.5,0.3,0.1,8.0,7.2,5,8,1.0
0.5,0.1,0.5,0.6,0.0,9.0,9.2,8,10,1.0
0.5,0.1,0.5,0.6,0.05,9.0,9.0,8,10,1.0
0.5,0.1,0.5,0.6,0.1,9.0,9.0,8,10,1.0
0.5,0.1,0.5,0.9,0.0,9.0,9.2,8,10,1.0
0.5,0.1,0.5,0.9,0.05,9.0,9.2,8,10,1.0
0.5,0.1,0.5,0.9,0.1,9.0,9.4,9,10,1.0
0.5,0.1,1.0,0.3,0.0,9.0,9.2,8,10,1.0
0.5,0.1,1.0,0.3,0.05,9.0,9.0,8,10,1.0
0.5,0.1,1.0,0.3,0.1,9.0,9.0,8,10,1.0
0.5,0.1,1.0,0.6,0.0,9.0,9.4,9,10,1.0
0.5,0.1,1.0,0.6,0.05,9.0,9.4,9,10,1.0
0.5,0.1,1.0,0.6,0.1,9.0,9.4,9,10,1.0
0.5,0.1,1.0,0.9,0.0,9.0,9.4,9,10,1.0
0.5,0.1,1.0,0.9,0.05,9.0,9.2,8,10,1.0
0.5,0.1,1.0,0.9,0.1,9.0,9.2,8,10,1.0
1.0,0.02,0.25,0.3,0.0,2.0,2.8,2,4,0.4
1.0,0.02,0.25,0.3,0.05,2.0,2.8,2,4,0.4
1.0,0.02,0.25,0.3,0.1,2.0,2.6,2,4,0.4
1.0,0.02,0.25,0.6,0.0,5.0,4.8,3,6,1.0
1.0,0.02,0.25,0.6,0.05,5.0,5.0,3,7,1.0
1.0,0.02,0.25,0.6,0.1,5.0,4.8,3,7,1.0
1.0,0.02,0.25,0.9,0.0,6.0,6.4,5,8,1.0
1.0,0.02,0.25,0.9,0.05,6.0,6.2,4,8,1.0
1.0,0.02,0.25,0.9,0.1,6.0,6.2,4,8,1.0
1.0,0.02,0.5,0.3,0.0,5.0,4.8,3,6,1.0
1.0,0.02,0.5,0.3,0.05,5.0,5.0,3,7,1.0
1.0,0.02,0.5,0.3,0.1,5.0,5.0,3,7,1.0
1.0,0.02,0.5,0.6,0.0,7.0,7.0,5,8,1.0
1.0,0.02,0.5,0.6,0.05,7.0,7.0,5,8,1.0
1.0,0.02,0.5,0.6,0.1,8.0,7.2,5,8,1.0
1.0,0.02,0.5,0.9,0.0,8.0,7.4,5,9,1.0
1.0,0.02,0.5,0.9,0.05,8.0,7.4,5,9,1.0
1.0,0.02,0.5,0.9,0.1,8.0,7.8,6,9,1.0
1.0,0.02,1.0,0.3,0.0,7.0,7.0,5,8,1.0
1.0,0.02,1.0,0.3,0.05,7.0,7.0,5,8,1.0
1.0,0.02,1.0,0.3,0.1,8.0,7.2,5,8,1.0
1.0,0.02,1.0,0.6,0.0,9.0,9.0,8,10,1.0
1.0,0.02,1.0,0.6,0.05,9.0,9.0,8,10,1.0
1.0,0.02,1.0,0.6,0.1,9.0,9.0,8,10,1.0
1.0,0.02,1.0,0.9,0.0,9.0,9.0,8,10,1.0
1.0,0.02,1.0,0.9,0.05,9.0,9.0,8,10,1.0
1.0,0.02,1.0,0.9,0.1,9.0,9.0,8,10,1.0
1.0,0.05,0.25,0.3,0.0,2.0,2.8,2,4,0.4
1.0,0.05,0.25,0.3,0.05,3.0,3.0,2,4,0.6
1.0,0.05,0.25,0.3,0.1,3.0,3.0,2,4,0.6
1.0,0.05,0.25,0.6,0.0,5.0,4.8,3,7,1.0
1.0,0.05,0.25,0.6,0.05,5.0,4.8,3,7,1.0
1.0,0.05,0.25,0.6,0.1,6.0,5.4,3,7,1.0
1.0,0.05,0.25,0.9,0.0,7.0,6.6,5,8,1.0
1.0,0.05,0.25,0.9,0.05,6.0,6.4,5,8,1.0
1.0,0.05,0.25,0.9,0.1,7.0,6.6,5,8,1.0
1.0,0.05,0.5,0.3,0.0,5.0,4.8,3,7,1.0
1.0,0.05,0.5,0.3,0.05,5.0,4.8,3,7,1.0
1.0,0.05,0.5,0.3,0.1,6.0,5.4,3,7,1.0
1.0,0.05,0.5,0.6,0.0,8.0,7.4,5,9,1.0
1.0,0.05,0.5,0.6,0.05,8.0,7.2,5,8,1.0
1.0,0.05,0.5,0.6,0.1,7.0,7.2,5,9,1.0
1.0,0.05,0.5,0.9,0.0,8.0,7.8,5,9,1.0
1.0,0.05,0.5,0.9,0.05,8.0,7.8,5,9,1.0
1.0,0.05,0.5,0.9,0.1,8.0,7.8,6,9,1.0
1.0,0.05,1.0,0.3,0.0,8.0,7.4,5,9,1.0
1.0,0.05,1.0,0.3,0.05,8.0,7.2,5,8,1.0
1.0,0.05,1.0,0.3,0.1,7.0,7.2,5,9,1.0
1.0,0.05,1.0,0.6,0.0,9.0,9.2,8,10,1.0
1.0,0.05,1.0,0.6,0.05,9.0,9.0,8,10,1.0
1.0,0.05,1.0,0.6,0.1,9.0,9.0,8,10,1.0
1.0,0.05,1.0,0.9,0.0,9.0,9.2,8,10,1.0
1.0,0.05,1.0,0.9,0.05,9.0,9.2,8,10,1.0
1.0,0.05,1.0,0.9,0.1,9.0,9.2,8,10,1.0
1.0,0.1,0.25,0.3,0.0,2.0,2.8,2,4,0.4
1.0,0.1,0.25,0.3,0.05,3.0,3.0,2,4,0.6
1.0,0.1,0.25,0.3,0.1,2.0,3.0,2,5,0.4
1.0,0.1,0.25,0.6,0.0,5.0,4.8,3,7,1.0
1.0,0.1,0.25,0.6,0.05,5.0,5.0,3,7,1.0
1.0,0.1,0.25,0.6,0.1,5.0,5.4,4,7,1.0
1.0,0.1,0.25,0.9,0.0,7.0,6.6,5,8,1.0
1.0,0.1,0.25,0.9,0.05,7.0,6.6,5,8,1.0
1.0,0.1,0.25,0.9,0.1,7.0,6.6,5,8,1.0
1.0,0.1,0.5,0.3,0.0,5.0,4.8,3,7,1.0
1.0,0.1,0.5,0.3,0.05,5.0,5.0,3,7,1.0
1.0,0.1,0.5,0.3,0.1,5.0,5.4,4,7,1.0
1.0,0.1,0.5,0.6,0.0,8.0,7.6,5,9,1.0
1.0,0.1,0.5,0.6,0.05,8.0,7.6,5,9,1.0
1.0,0.1,0.5,0.6,0.1,8.0,7.4,5,9,1.0
1.0,0.1,0.5,0.9,0.0,9.0,8.0,5,9,1.0
1.0,0.1,0.5,0.9,0.05,9.0,8.2,6,9,1.0
1.0,0.1,0.5,0.9,0.1,9.0,8.2,6,9,1.0
1.0,0.1,1.0,0.3,0.0,8.0,7.6,5,9,1.0
1.0,0.1,1.0,0.3,0.05,8.0,7.6,5,9,1.0
1.0,0.1,1.0,0.3,0.1,8.0,7.4,5,9,1.0
1.0,0.1,1.0,0.6,0.0,9.0,9.2,8,10,1.0
1.0,0.1,1.0,0.6,0.05,9.0,9.2,8,10,1.0
1.0,0.1,1.0,0.6,0.1,9.0,9.2,8,10,1.0
1.0,0.1,1.0,0.9,0.0,9.0,9.4,9,10,1.0
1.0,0.1,1.0,0.9,0.05,9.0,9.4,9,10,1.0
1.0,0.1,1.0,0.9,0.1,9.0,9.4,9,10,1.0
2.0,0.02,0.25,0.3,0.0,2.0,2.0,2,2,0.0
2.0,0.02,0.25,0.3,0.05,2.0,2.0,2,2,0.0
2.0,0.02,0.25,0.3,0.1,2.0,2.0,2,2,0.0
2.0,0.02,0.25,0.6,0.0,2.0,2.8,2,4,0.4
2.0,0.02,0.25,0.6,0.05,2.0,2.8,2,4,0.4
2.0,0.02,0.25,0.6,0.1,2.0,2.8,2,4,0.4
2.0,0.02,0.25,0.9,0.0,4.0,4.0,2,6,0.8
2.0,0.02,0.25,0.9,0.05,4.0,4.0,2,6,0.8
2.0,0.02,0.25,0.9,0.1,4.0,4.0,2,6,0.8
2.0,0.02,0.5,0.3,0.0,2.0,2.8,2,4,0.4
2.0,0.02,0.5,0.3,0.05,2.0,2.8,2,4,0.4
2.0,0.02,0.5,0.3,0.1,2.0,2.8,2,4,0.4
2.0,0.02,0.5,0.6,0.0,5.0,4.8,3,7,1.0
2.0,0.02,0.5,0.6,0.05,5.0,4.8,3,7,1.0
2.0,0.02,0.5,0.6,0.1,5.0,4.8,3,7,1.0
2.0,0.02,0.5,0.9,0.0,7.0,6.6,5,8,1.0
2.0,0.02,0.5,0.9,0.05,7.0,6.6,5,8,1.0
2.0,0.02,0.5,0.9,0.1,7.0,6.6,5,8,1.0
2.0,0.02,1.0,0.3,0.0,5.0,4.8,3,7,1.0
2.0,0.02,1.0,0.3,0.05,5.0,4.8,3,7,1.0
2.0,0.02,1.0,0.3,0.1,5.0,4.8,3,7,1.0
2.0,0.02,1.0,0.6,0.0,8.0,7.4,5,9,1.0
2.0,0.02,1.0,0.6,0.05,8.0,7.4,5,9,1.0
2.0,0.02,1.0,0.6,0.1,8.0,7.4,5,8,1.0
2.0,0.02,1.0,0.9,0.0,9.0,8.0,5,9,1.0
2.0,0.02,1.0,0.9,0.05,9.0,8.0,5,9,1.0
2.0,0.02,1.0,0.9,0.1,8.0,7.8,6,9,1.0
2.0,0.05,0.25,0.3,0.0,2.0,2.0,2,2,0.0
2.0,0.05,0.25,0.3,0.05,2.0,2.0,2,2,0.0
2.0,0.05,0.25,0.3,0.1,2.0,2.0,2,2,0.0
2.0,0.05,0.25,0.6,0.0,2.0,2.8,2,4,0.4
2.0,0.05,0.25,0.6,0.05,3.0,3.0,2,4,0.6
2.0,0.05,0.25,0.6,0.1,3.0,3.0,2,4,0.6
2.0,0.05,0.25,0.9,0.0,4.0,4.2,2,6,0.8
2.0,0.05,0.25,0.9,0.05,4.0,4.2,2,6,0.8
2.0,0.05,0.25,0.9,0.1,4.0,4.4,2,7,0.8
2.0,0.05,0.5,0.3,0.0,2.0,2.8,2,4,0.4
2.0,0.05,0.5,0.3,0.05,3.0,3.0,2,4,0.6
2.0,0.05,0.5,0.3,0.1,3.0,3.0,2,4,0.6
2.0,0.05,0.5,0.6,0.0,5.0,4.8,3,7,1.0
2.0,0.05,0.5,0.6,0.05,5.0,4.8,3,7,1.0
2.0,0.05,0.5,0.6,0.1,5.0,5.2,4,7,1.0
2.0,0.05,0.5,0.9,0.0,7.0,6.6,5,8,1.0
2.0,0.05,0.5,0.9,0.05,7.0,6.6,5,8,1.0
2.0,0.05,0.5,0.9,0.1,7.0,6.6,5,8,1.0
2.0,0.05,1.0,0.3,0.0,5.0,4.8,3,7,1.0
2.0,0.05,1.0,0.3,0.05,5.0,4.8,3,7,1.0
2.0,0.05,1.0,0.3,0.1,5.0,5.2,4,7,1.0
2.0,0.05,1.0,0.6,0.0,8.0,7.6,5,9,1.0
2.0,0.05,1.0,0.6,0.05,8.0,7.6,5,9,1.0
2.0,0.05,1.0,0.6,0.1,8.0,7.4,5,9,1.0
2.0,0.05,1.0,0.9,0.0,9.0,8.0,5,9,1.0
2.0,0.05,1.0,0.9,0.05,9.0,8.0,5,9,1.0
2.0,0.05,1.0,0.9,0.1,9.0,8.4,7,9,1.0
2.0,0.1,0.25,0.3,0.0,2.0,2.0,2,2,0.0
2.0,0.1,0.25,0.3,0.05,2.0,2.0,2,2,0.0
2.0,0.1,0.25,0.3,0.1,2.0,2.0,2,2,0.0
2.0,0.1,0.25,0.6,0.0,2.0,2.8,2,4,0.4
2.0,0.1,0.25,0.6,0.05,3.0,3.0,2,4,0.6
2.0,0.1,0.25,0.6,0.1,4.0,3.2,2,4,0.6
2.0,0.1,0.25,0.9,0.0,4.0,4.2,2,6,0.8
2.0,0.1,0.25,0.9,0.05,4.0,4.2,2,6,0.8
2.0,0.1,0.25,0.9,0.1,4.0,4.4,2,7,0.8
2.0,0.1,0.5,0.3,0.0,2.0,2.8,2,4,0.4
2.0,0.1,0.5,0.3,0.05,3.0,3.0,2,4,0.6
2.0,0.1,0.5,0.3,0.1,4.0,3.2,2,4,0.6
2.0,0.1,0.5,0.6,0.0,5.0,4.8,3,7,1.0
2.0,0.1,0.5,0.6,0.05,5.0,4.8,3,7,1.0
2.0,0.1,0.5,0.6,0.1,5.0,5.2,4,7,1.0
2.0,0.1,0.5,0.9,0.0,7.0,6.6,5,8,1.0
2.0,0.1,0.5,0.9,0.05,7.0,6.6,5,8,1.0
2.0,0.1,0.5,0.9,0.1,7.0,6.6,5,8,1.0
2.0,0.1,1.0,0.3,0.0,5.0,4.8,3,7,1.0
2.0,0.1,1.0,0.3,0.05,5.0,4.8,3,7,1.0
2.0,0.1,1.0,0.3,0.1,5.0,5.2,4,7,1.0
2.0,0.1,1.0,0.6,0.0,8.0,7.6,5,9,1.0
2.0,0.1,1.0,0.6,0.05,8.0,7.4,5,8,1.0
2.0,0.1,1.0,0.6,0.1,8.0,7.6,5,9,1.0
2.0,0.1,1.0,0.9,0.0,9.0,8.0,5,9,1.0
2.0,0.1,1.0,0.9,0.05,9.0,8.0,5,9,1.0
2.0,0.1,1.0,0.9,0.1,9.0,8.2,6,9,1.0
4.0,0.02,0.25,0.3,0.0,1.0,1.4,1,2,0.0
4.0,0.02,0.25,0.3,0.05,1.0,1.4,1,2,0.0
4.0,0.02,0.25,0.3,0.1,1.0,1.4,1,2,0.0
4.0,0.02,0.25,0.6,0.0,2.0,2.0,2,2,0.0
4.0,0.02,0.25,0.6,0.05,2.0,2.0,2,2,0.0
4.0,0.02,0.25,0.6,0.1,2.0,2.0,2,2,0.0
4.0,0.02,0.25,0.9,0.0,2.0,2.4,2,4,0.2
4.0,0.02,0.25,0.9,0.05,2.0,2.4,2,4,0.2
4.0,0.02,0.25,0.9,0.1,2.0,2.4,2,4,0.2
4.0,0.02,0.5,0.3,0.0,2.0,2.0,2,2,0.0
4.0,0.02,0.5,0.3,0.05,2.0,2.0,2,2,0.0
4.0,0.02,0.5,0.3,0.1,2.0,2.0,2,2,0.0
4.0,0.02,0.5,0.6,0.0,2.0,2.8,2,4,0.4
4.0,0.02,0.5,0.6,0.05,2.0,3.0,2,5,0.4
4.0,0.02,0.5,0.6,0.1,3.0,3.0,2,4,0.6
4.0,0.02,0.5,0.9,0.0,4.0,4.2,2,6,0.8
4.0,0.02,0.5,0.9,0.05,4.0,4.2,2,6,0.8
4.0,0.02,0.5,0.9,0.1,4.0,4.2,2,6,0.8
4.0,0.02,1.0,0.3,0.0,2.0,2.8,2,4,0.4
4.0,0.02,1.0,0.3,0.05,2.0,3.0,2,5,0.4
4.0,0.02,1.0,0.3,0.1,3.0,3.0,2,4,0.6
4.0,0.02,1.0,0.6,0.0,5.0,4.8,3,7,1.0
4.0,0.02,1.0,0.6,0.05,5.0,4.8,3,7,1.0
4.0,0.02,1.0,0.6,0.1,5.0,5.0,3,7,1.0
4.0,0.02,1.0,0.9,0.0,7.0,6.6,5,8,1.0
4.0,0.02,1.0,0.9,0.05,7.0,6.6,5,8,1.0
4.0,0.02,1.0,0.9,0.1,6.0,6.4,5,8,1.0
4.0,0.05,0.25,0.3,0.0,1.0,1.4,1,2,0.0
4.0,0.05,0.25,0.3,0.05,1.0,1.4,1,2,0.0
4.0,0.05,0.25,0.3,0.1,1.0,1.4,1,2,0.0
4.0,0.05,0.25,0.6,0.0,2.0,2.0,2,2,0.0
4.0,0.05,0.25,0.6,0.05,2.0,2.0,2,2,0.0
4.0,0.05,0.25,0.6,0.1,2.0,2.0,2,2,0.0
4.0,0.05,0.25,0.9,0.0,2.0,2.4,2,4,0.2
4.0,0.05,0.25,0.9,0.05,2.0,2.4,2,4,0.2
4.0,0.05,0.25,0.9,0.1,2.0,2.4,2,4,0.2
4.0,0.05,0.5,0.3,0.0,2.0,2.0,2,2,0.0
4.0,0.05,0.5,0.3,0.05,2.0,2.0,2,2,0.0
4.0,0.05,0.5,0.3,0.1,2.0,2.0,2,2,0.0
4.0,0.05,0.5,0.6,0.0,2.0,2.8,2,4,0.4
4.0,0.05,0.5,0.6,0.05,3.0,3.0,2,4,0.6
4.0,0.05,0.5,0.6,0.1,3.0,3.0,2,4,0.6
4.0,0.05,0.5,0.9,0.0,4.0,4.2,2,6,0.8
4.0,0.05,0.5,0.9,0.05,4.0,4.2,2,6,0.8
4.0,0.05,0.5,0.9,0.1,4.0,4.4,2,7,0.8
4.0,0.05,1.0,0.3,0.0,2.0,2.8,2,4,0.4
4.0,0.05,1.0,0.3,0.05,3.0,3.0,2,4,0.6
4.0,0.05,1.0,0.3,0.1,3.0,3.0,2,4,0.6
4.0,0.05,1.0,0.6,0.0,5.0,4.8,3,7,1.0
4.0,0.05,1.0,0.6,0.05,5.0,4.8,3,7,1.0
4.0,0.05,1.0,0.6,0.1,5.0,5.0,3,7,1.0
4.0,0.05,1.0,0.9,0.0,7.0,6.6,5,8,1.0
4.0,0.05,1.0,0.9,0.05,7.0,6.6,5,8,1.0
4.0,0.05,1.0,0.9,0.1,7.0,6.6,5,8,1.0
4.0,0.1,0.25,0.3,0.0,1.0,1.4,1,2,0.0
4.0,0.1,0.25,0.3,0.05,1.0,1.4,1,2,0.0
4.0,0.1,0.25,0.3,0.1,1.0,1.4,1,2,0.0
4.0,0.1,0.25,0.6,0.0,2.0,2.0,2,2,0.0
4.0,0.1,0.25,0.6,0.05,2.0,2.0,2,2,0.0
4.0,0.1,0.25,0.6,0.1,2.0,2.0,2,2,0.0
4.0,0.1,0.25,0.9,0.0,2.0,2.4,2,4,0.2
4.0,0.1,0.25,0.9,0.05,2.0,2.4,2,4,0.2
4.0,0.1,0.25,0.9,0.1,2.0,2.4,2,4,0.2
4.0,0.1,0.5,0.3,0.0,2.0,2.0,2,2,0.0
4.0,0.1,0.5,0.3,0.05,2.0,2.0,2,2,0.0
4.0,0.1,0.5,0.3,0.1,2.0,2.0,2,2,0.0
4.0,0.1,0.5,0.6,0.0,2.0,3.0,2,5,0.4
4.0,0.1,0.5,0.6,0.05,3.0,3.0,2,4,0.6
4.0,0.1,0.5,0.6,0.1,3.0,3.0,2,4,0.6
4.0,0.1,0.5,0.9,0.0,4.0,4.4,2,7,0.8
4.0,0.1,0.5,0.9,0.05,4.0,4.4,2,7,0.8
4.0,0.1,0.5,0.9,0.1,4.0,4.2,2,6,0.8
4.0,0.1,1.0,0.3,0.0,2.0,3.0,2,5,0.4
4.0,0.1,1.0,0.3,0.05,3.0,3.0,2,4,0.6
4.0,0.1,1.0,0.3,0.1,3.0,3.0,2,4,0.6
4.0,0.1,1.0,0.6,0.0,5.0,4.8,3,7,1.0
4.0,0.1,1.0,0.6,0.05,5.0,4.8,3,7,1.0
4.0,0.1,1.0,0.6,0.1,5.0,5.2,4,7,1.0
4.0,0.1,1.0,0.9,0.0,7.0,6.6,5,8,1.0
4.0,0.1,1.0,0.9,0.05,7.0,6.6,5,8,1.0
4.0,0.1,1.0,0.9,0.1,7.0,6.6,5,8,1.0
8.0,0.02,0.25,0.3,0.0,1.0,1.4,1,2,0.0
8.0,0.02,0.25,0.3,0.05,1.0,1.4,1,2,0.0
8.0,0.02,0.25,0.3,0.1,1.0,1.4,1,2,0.0
8.0,0.02,0.25,0.6,0.0,1.0,1.4,1,2,0.0
8.0,0.02,0.25,0.6,0.05,1.0,1.4,1,2,0.0
8.0,0.02,0.25,0.6,0.1,1.0,1.4,1,2,0.0
8.0,0.02,0.25,0.9,0.0,2.0,1.6,1,2,0.0
8.0,0.02,0.25,0.9,0.05,2.0,1.6,1,2,0.0
8.0,0.02,0.25,0.9,0.1,2.0,1.8,1,2,0.0
8.0,0.02,0.5,0.3,0.0,1.0,1.4,1,2,0.0
8.0,0.02,0.5,0.3,0.05,1.0,1.4,1,2,0.0
8.0,0.02,0.5,0.3,0.1,1.0,1.4,1,2,0.0
8.0,0.02,0.5,0.6,0.0,2.0,2.0,2,2,0.0
8.0,0.02,0.5,0.6,0.05,2.0,2.0,2,2,0.0
8.0,0.02,0.5,0.6,0.1,2.0,2.0,2,2,0.0
8.0,0.02,0.5,0.9,0.0,2.0,2.4,2,4,0.2
8.0,0.02,0.5,0.9,0.05,2.0,2.4,2,4,0.2
8.0,0.02,0.5,0.9,0.1,2.0,2.4,2,4,0.2
8.0,0.02,1.0,0.3,0.0,2.0,2.0,2,2,0.0
8.0,0.02,1.0,0.3,0.05,2.0,2.0,2,2,0.0
8.0,0.02,1.0,0.3,0.1,2.0,2.0,2,2,0.0
8.0,0.02,1.0,0.6,0.0,2.0,2.8,2,4,0.4
8.0,0.02,1.0,0.6,0.05,2.0,2.8,2,4,0.4
8.0,0.02,1.0,0.6,0.1,3.0,3.0,2,4,0.6
8.0,0.02,1.0,0.9,0.0,4.0,4.2,2,6,0.8
8.0,0.02,1.0,0.9,0.05,4.0,4.2,2,6,0.8
8.0,0.02,1.0,0.9,0.1,4.0,4.2,2,6,0.8
8.0,0.05,0.25,0.3,0.0,1.0,1.4,1,2,0.0
8.0,0.05,0.25,0.3,0.05,1.0,1.4,1,2,0.0
8.0,0.05,0.25,0.3,0.1,1.0,1.4,1,2,0.0
8.0,0.05,0.25,0.6,0.0,1.0,1.4,1,2,0.0
8.0,0.05,0.25,0.6,0.05,1.0,1.4,1,2,0.0
8.0,0.05,0.25,0.6,0.1,1.0,1.4,1,2,0.0
8.0,0.05,0.25,0.9,0.0,2.0,1.6,1,2,0.0
8.0,0.05,0.25,0.9,0.05,2.0,1.6,1,2,0.0
8.0,0.05,0.25,0.9,0.1,2.0,1.6,1,2,0.0
8.0,0.05,0.5,0.3,0.0,1.0,1.4,1,2,0.0
8.0,0.05,0.5,0.3,0.05,1.0,1.4,1,2,0.0
8.0,0.05,0.5,0.3,0.1,1.0,1.4,1,2,0.0
8.0,0.05,0.5,0.6,0.0,2.0,2.0,2,2,0.0
8.0,0.05,0.5,0.6,0.05,2.0,2.0,2,2,0.0
8.0,0.05,0.5,0.6,0.1,2.0,2.0,2,2,0.0
8.0,0.05,0.5,0.9,0.0,2.0,2.4,2,4,0.2
8.0,0.05,0.5,0.9,0.05,2.0,2.4,2,4,0.2
8.0,0.05,0.5,0.9,0.1,2.0,2.4,2,4,0.2
8.0,0.05,1.0,0.3,0.0,2.0,2.0,2,2,0.0
8.0,0.05,1.0,0.3,0.05,2.0,2.0,2,2,0.0
8.0,0.05,1.0,0.3,0.1,2.0,2.0,2,2,0.0
8.0,0.05,1.0,0.6,0.0,2.0,3.0,2,5,0.4
8.0,0.05,1.0,0.6,0.05,2.0,2.8,2,4,0.4
8.0,0.05,1.0,0.6,0.1,3.0,3.0,2,4,0.6
8.0,0.05,1.0,0.9,0.0,4.0,4.4,2,7,0.8
8.0,0.05,1.0,0.9,0.05,4.0,4.4,2,7,0.8
8.0,0.05,1.0,0.9,0.1,4.0,4.4,2,7,0.8
8.0,0.1,0.25,0.3,0.0,1.0,1.4,1,2,0.0
8.0,0.1,0.25,0.3,0.05,1.0,1.4,1,2,0.0
8.0,0.1,0.25,0.3,0.1,1.0,1.4,1,2,0.0
8.0,0.1,0.25,0.6,0.0,1.0,1.4,1,2,0.0
8.0,0.1,0.25,0.6,0.05,1.0,1.4,1,2,0.0
8.0,0.1,0.25,0.6,0.1,1.0,1.4,1,2,0.0
8.0,0.1,0.25,0.9,0.0,2.0,1.6,1,2,0.0
8.0,0.1,0.25,0.9,0.05,2.0,1.6,1,2,0.0
8.0,0.1,0.25,0.9,0.1,2.0,1.8,1,2,0.0
8.0,0.1,0.5,0.3,0.0,1.0,1.4,1,2,0.0
8.0,0.1,0.5,0.3,0.05,1.0,1.4,1,2,0.0
8.0,0.1,0.5,0.3,0.1,1.0,1.4,1,2,0.0
8.0,0.1,0.5,0.6,0.0,2.0,2.0,2,2,0.0
8.0,0.1,0.5,0.6,0.05,2.0,2.0,2,2,0.0
8.0,0.1,0.5,0.6,0.1,2.0,2.0,2,2,0.0
8.0,0.1,0.5,0.9,0.0,2.0,2.4,2,4,0.2
8.0,0.1,0.5,0.9,0.05,2.0,2.4,2,4,0.2
8.0,0.1,0.5,0.9,0.1,2.0,2.4,2,4,0.2
8.0,0.1,1.0,0.3,0.0,2.0,2.0,2,2,0.0
8.0,0.1,1.0,0.3,0.05,2.0,2.0,2,2,0.0
8.0,0.1,1.0,0.3,0.1,2.0,2.0,2,2,0.0
8.0,0.1,1.0,0.6,0.0,2.0,3.0,2,5,0.4
8.0,0.1,1.0,0.6,0.05,3.0,3.2,2,5,0.6
8.0,0.1,1.0,0.6,0.1,3.0,3.2,2,5,0.6
8.0,0.1,1.0,0.9,0.0,4.0,4.4,2,7,0.8
8.0,0.1,1.0,0.9,0.05,4.0,4.4,2,7,0.8
8.0,0.1,1.0,0.9,0.1,4.0,4.4,2,7,0.8
